name,type,majax,minax,posang,surfbr,hubble,messier,common
NGC4830,G,2.31,1.49,164,23.63,E-S0,,
NGC4831,G,1.57,0.87,177,23.19,E-S0,,
NGC4832,G,2.14,1.48,35,23.69,S0,,
NGC4833,GCl,8.40,,,,,,
NGC4834,G,1.08,0.46,109,23.68,Sa,,
NGC4835,G,3.30,0.68,150,22.57,Sbc,,
NGC4835,G,2.95,0.38,178,23.56,Sc,,
NGC4836,G,1.48,1.08,8,23.87,SABc,,
NGC4837,GPair,1.30,,,,,,
NGC4837,G,1.32,0.54,64,23.06,I,,
NGC4837,G,0.33,0.28,,,Sd,,
NGC4838,G,1.79,1.41,9,23.62,Sb,,
NGC4839,G,2.70,1.24,65,24.04,E,,
NGC4840,G,0.73,0.70,125,22.88,E,,
NGC4841,GPair,2.00,,,,,,
NGC4841,G,1.45,1.38,60,23.44,E,,
NGC4841,G,1.00,0.79,169,22.58,E,,
NGC4842,GPair,1.00,,,,,,
NGC4842,G,0.58,0.57,70,22.91,E,,
NGC4842,G,0.42,0.29,49,23.06,E,,
NGC4843,G,1.98,0.44,91,24.04,S0-a,,
NGC4845,G,5.50,1.20,82,23.46,SABa,,
NGC4846,G,1.21,0.50,62,23.03,SBbc,,
NGC4847,G,0.83,0.63,155,23.77,E,,
NGC4848,G,1.27,0.42,157,22.68,Sc,,
NGC4849,G,1.40,0.99,176,23.71,S0,,
NGC4850,G,0.66,0.64,130,23.11,S0,,
NGC4851,G,0.40,0.33,94,22.38,S0,,
NGC4852,OCl,5.40,,,,,,
NGC4853,G,0.68,0.57,76,22.30,E-S0,,
NGC4854,G,0.95,0.67,44,23.56,S0,,
NGC4855,G,1.68,1.24,170,24.17,E-S0,,
NGC4856,G,4.25,1.57,38,23.23,S0-a,,
NGC4857,G,1.15,0.66,118,23.28,SABb,,
NGC4858,G,0.51,0.42,28,22.80,SBb,,
NGC4859,G,1.51,0.65,93,24.08,S0-a,,
NGC4860,G,1.07,0.94,121,23.51,E,,
NGC4861,G,3.81,1.45,18,23.65,Sm,,
NGC4862,G,1.09,0.89,147,23.71,Sc,,
NGC4863,G,1.90,0.40,23,24.75,S0-a,,
NGC4864,G,0.77,0.47,90,22.80,E,,
NGC4865,G,0.88,0.42,113,22.94,E,,
NGC4866,G,5.77,0.98,88,24.19,S0-a,,
NGC4867,G,0.65,0.50,13,23.32,E,,
NGC4868,G,1.43,1.30,155,22.41,Sab,,
NGC4869,G,0.77,0.73,0,22.66,E,,
NGC4870,G,0.91,0.31,2,23.29,Sbc,,
NGC4871,G,0.77,0.57,160,23.42,S0,,
NGC4872,G,0.67,0.41,124,22.41,E-S0,,
NGC4873,G,0.81,0.52,103,23.37,S0,,
NGC4874,G,2.29,1.98,49,23.44,E,,
NGC4875,G,0.48,0.36,117,22.80,S0,,
NGC4876,G,0.56,0.42,26,22.96,E,,
NGC4877,G,2.36,0.94,8,23.19,Sab,,
NGC4878,G,1.53,1.43,70,23.62,S0-a,,
NGC4880,G,2.63,1.97,164,23.47,S0-a,,
NGC4881,G,0.98,0.91,15,23.32,E,,
NGC4883,G,0.77,0.61,83,23.54,E-S0,,
NGC4885,G,0.85,0.66,100,23.13,Sab,,
NGC4886,G,0.80,0.70,112,23.16,E,,
NGC4887,G,1.14,0.59,155,23.10,S0-a,,
NGC4888,G,1.55,0.79,107,23.70,Sa,,
NGC4889,G,2.59,1.68,80,23.39,E,,
NGC4890,G,0.96,0.79,93,22.32,Sm,,
NGC4892,G,1.40,0.26,12,23.59,S0-a,,
NGC4893,G,1.10,0.70,3,24.30,E,,
NGC4893,G,0.56,0.39,177,23.43,E?,,
NGC4894,G,0.60,0.28,36,23.64,S0,,
NGC4895,G,1.66,0.56,152,23.98,S0,,
NGC4895,G,0.59,0.32,99,23.64,E,,
NGC4896,G,0.85,0.48,5,23.25,E-S0,,
NGC4897,G,2.65,2.12,153,23.92,Sbc,,
NGC4898,GPair,0.80,,,,,,
NGC4898,G,0.68,0.31,96,23.51,E,,
NGC4898,G,0.61,0.47,155,23.42,E-S0,,
NGC4899,G,2.02,1.17,15,22.48,SABc,,
NGC4900,G,2.13,2.02,150,22.23,Sc,,
NGC4901,G,1.15,1.10,155,24.30,E,,
NGC4902,G,2.63,2.37,78,22.57,Sb,,
NGC4903,G,1.72,1.41,90,23.48,Sc,,
NGC4904,G,1.99,1.24,7,22.42,Sc,,
NGC4905,G,1.55,0.50,174,23.94,S0-a,,
NGC4906,G,0.70,0.64,0,23.18,E,,
NGC4907,G,1.00,0.90,32,23.18,Sb,,
NGC4908,G,1.19,0.77,97,23.45,E,,
NGC4909,G,1.96,1.80,30,23.75,Sa,,
NGC4911,G,1.16,0.96,130,22.57,SABb,,
NGC4912,G,1.06,0.53,135,23.63,S0,,
NGC4913,G,1.45,0.40,88,23.53,SABa,,
NGC4914,G,2.69,1.31,154,23.48,E,,
NGC4915,G,1.64,1.55,65,22.84,E,,
NGC4916,G,0.98,0.23,156,23.45,S0-a,,
NGC4917,G,1.33,0.81,152,23.87,Sb,,
NGC4918,G,0.89,0.33,77,23.59,S0-a,,
NGC4919,G,1.11,0.58,142,23.99,S0,,
NGC4920,G,1.08,0.83,170,22.82,I,,
NGC4921,G,1.96,1.80,135,23.64,Sab,,
NGC4922,GPair,1.10,,,,,,
NGC4922,G,1.23,1.17,137,23.15,E,,
NGC4922,G,0.58,0.34,123,21.90,S?,,
NGC4923,G,0.72,0.67,60,22.73,E-S0,,
NGC4924,G,1.77,1.35,58,23.73,S0-a,,
NGC4925,G,1.18,0.87,119,23.51,S0,,
NGC4926,G,1.23,1.04,64,23.23,E-S0,,
NGC4926,G,0.63,0.44,87,23.17,S0,,
NGC4927,G,1.01,0.64,12,23.48,E-S0,,
NGC4928,G,1.05,0.80,73,21.55,Sbc,,
NGC4929,G,0.82,0.68,48,23.36,E,,
NGC4930,G,3.54,2.84,44,23.49,Sbc,,
NGC4931,G,1.65,0.62,77,24.23,S0,,
NGC4932,G,1.44,1.08,1,23.88,Sc,,
NGC4933,GTrpl,3.50,,,,,,
NGC4933,G,0.74,0.74,40,22.18,E,,
NGC4933,G,4.37,1.88,46,24.41,S0-a,,
NGC4933,G,0.65,0.52,146,23.50,Sd,,
NGC4934,G,1.00,0.16,103,23.71,S0-a,,
NGC4935,G,1.09,0.92,84,22.78,Sb,,
NGC4936,G,2.85,2.43,6,23.12,E,,
NGC4937,*Ass,,,,,,,
NGC4938,G,0.87,0.78,44,23.41,SBb,,
NGC4939,G,5.71,2.30,6,23.71,Sbc,,
NGC4940,G,1.13,1.00,28,22.89,Sa,,
NGC4941,G,3.29,2.70,23,23.09,SABa,,
NGC4942,G,1.68,1.22,25,23.25,SABc,,
NGC4943,G,0.79,0.54,105,23.64,S0,,
NGC4944,G,1.39,0.43,88,22.69,Sa,,
NGC4945,G,23.33,4.03,44,23.40,SBc,,
NGC4945,G,2.63,1.62,57,23.72,Sm,,
NGC4946,G,2.00,1.67,135,23.76,E,,
NGC4947,G,2.65,1.34,11,23.05,Sb,,
NGC4947,G,1.28,0.51,23,23.53,SBm,,
NGC4948,G,2.30,0.82,140,23.20,SBcd,,
NGC4948,G,1.44,1.04,180,23.24,SBd,,
NGC4949,G,0.72,0.38,102,23.40,Sb,,
NGC4950,G,0.92,0.79,99,23.48,S0,,
NGC4951,G,3.14,1.16,90,22.96,SABc,,
NGC4952,G,1.60,0.97,22,23.58,E,,
NGC4953,G,1.84,0.99,51,24.13,S0-a,,
NGC4954,G,0.99,0.65,68,22.98,S0,,
NGC4955,G,2.34,1.72,15,23.87,E,,
NGC4956,G,1.56,1.52,60,22.99,S0,,
NGC4957,G,1.22,0.93,97,23.29,E,,
NGC4958,G,4.79,1.20,7,23.53,S0,,
NGC4959,G,0.74,0.64,178,23.37,S0-a,,
NGC4961,G,1.11,0.88,106,22.73,Sc,,
NGC4963,G,0.86,0.81,55,22.59,Sa,,
NGC4964,G,1.10,0.69,134,22.71,SABa,,
NGC4965,G,2.49,2.05,142,23.27,SABc,,
NGC4966,G,1.03,0.49,142,22.34,SABa,,
NGC4967,G,1.15,0.87,117,24.11,E,,
NGC4968,G,2.28,1.04,57,24.30,S0,,
NGC4969,GPair,0.80,,,,,,
NGC4969,G,0.78,0.74,77,23.33,E,,
NGC4969,G,0.68,0.66,82,23.66,E-S0,,
NGC4970,G,1.79,1.14,138,23.31,S0,,
NGC4971,G,0.78,0.68,101,23.21,E-S0,,
NGC4973,G,0.96,0.82,94,23.41,E,,
NGC4974,G,1.57,1.11,123,24.14,E,,
NGC4975,G,0.97,0.61,29,23.63,S0,,
NGC4976,G,5.83,3.27,161,23.63,E,,
NGC4977,G,1.05,1.02,45,23.25,Sb,,
NGC4978,G,1.51,0.63,142,23.72,S0-a,,
NGC4979,G,0.86,0.74,102,23.61,Sb,,
NGC4980,G,1.77,0.78,165,23.14,Sa,,
NGC4981,G,2.70,1.97,155,22.72,Sbc,,
NGC4983,G,1.04,0.57,122,23.48,SBa,,
NGC4984,G,3.37,2.50,45,23.55,S0-a,,
NGC4985,G,1.15,0.82,126,23.77,S0,,
NGC4986,G,1.55,0.93,82,23.44,SBb,,
NGC4987,G,1.24,0.71,33,23.65,E,,
NGC4988,G,1.86,0.64,26,23.87,S0-a,,
NGC4989,G,1.41,0.55,175,23.83,S0,,
NGC4990,G,0.90,0.81,48,22.79,S0,,Cocoon Galaxy
NGC4991,G,0.59,0.48,101,22.97,SBb,,
NGC4992,G,1.06,0.60,11,23.03,SBa,,
NGC4993,G,1.55,1.35,173,23.16,E-S0,,
NGC4995,G,2.43,1.49,99,22.23,SABb,,
NGC4996,G,1.81,1.36,16,24.33,S0-a,,
NGC4997,G,1.61,0.89,85,23.74,E-S0,,
NGC4998,G,1.02,0.87,19,23.57,Sc,,
NGC4999,G,2.50,2.11,98,23.90,Sb,,
NGC5000,G,1.28,1.02,63,23.08,Sbc,,
NGC5001,G,1.15,0.42,157,23.75,SBb,,
NGC5002,G,1.39,0.71,179,23.55,Sm,,
NGC5003,G,1.03,0.77,148,23.64,Sa,,
NGC5004,G,1.33,0.96,167,23.48,S0,,
NGC5004,G,1.25,0.55,173,23.83,Sab,,
NGC5004,G,0.81,0.48,175,23.15,SBb,,
NGC5005,G,4.82,1.52,70,21.82,SABb,,
NGC5006,G,2.07,1.66,2,23.70,S0-a,,
NGC5007,G,0.93,0.57,136,22.75,E-S0,,
NGC5008,G,1.07,0.83,165,23.08,Sc,,
NGC5009,G,1.08,0.62,67,23.70,Sb,,
NGC5010,G,1.00,0.75,115,23.16,S0-a,,
NGC5011,G,2.92,2.43,154,23.59,E,,
NGC5011,G,1.58,0.81,92,23.50,SABc,,
NGC5012,G,2.64,1.44,10,22.75,Sc,,
NGC5013,G,0.74,0.51,148,22.99,SBbc,,
NGC5014,G,2.11,0.73,100,23.36,Sa,,
NGC5015,G,2.00,0.79,62,23.23,Sa,,
NGC5016,G,1.57,1.14,56,22.55,SABb,,
NGC5017,G,1.50,1.29,29,23.29,E,,
NGC5018,G,3.49,2.17,99,23.24,E,,
NGC5019,G,0.85,0.72,101,22.79,SABc,,
NGC5020,G,2.69,2.42,85,24.02,Sbc,,
NGC5021,G,1.49,0.60,78,23.16,SBb,,
NGC5022,G,2.46,0.49,19,23.45,Sbc,,
NGC5023,G,6.22,0.78,28,23.84,Sc,,
NGC5024,GCl,9.00,,,,,053,
NGC5025,G,2.07,0.51,59,23.82,Sb,,
NGC5026,G,3.52,1.79,50,23.74,Sa,,
NGC5027,G,1.10,1.01,0,23.75,Sb,,
NGC5028,G,2.12,1.38,118,24.52,E,,
NGC5029,G,1.52,0.93,147,23.84,E,,
NGC5030,G,1.78,1.16,173,23.82,S0-a,,
NGC5031,G,1.89,0.30,110,24.18,S0-a,,
NGC5032,G,1.95,1.08,18,23.47,Sb,,
NGC5033,G,9.84,4.58,172,23.78,Sc,,
NGC5034,G,0.89,0.65,20,22.57,Sbc,,
NGC5035,G,1.56,0.99,171,23.34,S0-a,,
NGC5036,G,0.69,0.57,73,23.26,E-S0,,
NGC5037,G,2.02,0.47,44,22.74,Sa,,
NGC5038,G,1.79,0.38,94,24.09,S0,,
NGC5039,G,0.55,0.19,133,24.69,Sa,,
NGC5040,G,1.03,0.48,70,23.09,Sab,,
NGC5041,G,1.26,0.97,143,23.15,Sc,,
NGC5042,G,4.15,2.20,19,23.88,SABc,,
NGC5043,OCl,5.52,,,,,,
NGC5044,G,3.66,3.17,41,23.27,E,,
NGC5045,*Ass,20.00,11.00,,,,,
NGC5046,G,1.02,0.85,42,23.00,E,,
NGC5047,G,2.86,0.29,84,24.44,S0,,
NGC5048,G,1.57,0.92,43,23.65,E-S0,,
NGC5049,G,2.01,0.40,115,23.89,S0,,
NGC5050,G,1.40,0.44,32,23.60,S0-a,,
NGC5051,G,1.65,0.71,48,23.16,SABb,,
NGC5052,G,1.37,1.02,150,23.74,S0-a,,
NGC5053,GCl,4.80,,,,,,
NGC5054,G,5.04,2.90,171,23.45,Sbc,,
NGC5055,G,11.83,7.16,103,23.04,Sbc,063,Sunflower Galaxy
NGC5056,G,1.62,0.82,1,22.92,SABc,,
NGC5057,G,1.31,0.99,0,23.74,S0,,
NGC5058,G,0.76,0.56,13,22.13,Scd,,
NGC5059,G,1.12,0.41,6,23.75,Sc,,
NGC5060,G,1.17,0.95,61,23.14,SBb,,
NGC5061,G,3.75,3.05,109,22.94,E,,
NGC5062,G,2.69,1.18,132,24.10,S0,,
NGC5063,G,2.02,1.63,146,23.39,Sa,,
NGC5064,G,2.70,1.40,36,23.50,Sb,,
NGC5065,G,1.22,0.73,87,23.00,SABc,,
NGC5066,G,0.80,0.56,0,22.23,Sa,,
NGC5068,G,7.48,6.70,138,23.65,Sc,,
NGC5070,G,1.17,0.98,90,23.55,E-S0,,
NGC5071,G,0.77,0.57,142,23.71,S0,,
NGC5073,G,3.78,0.56,149,23.62,SBc,,
NGC5074,G,0.82,0.41,145,22.23,SABb,,
NGC5075,G,1.02,0.76,57,23.97,E,,
NGC5076,G,1.35,0.97,31,23.25,S0-a,,
NGC5077,G,2.65,2.07,4,23.30,E,,
NGC5078,G,2.56,0.62,147,22.26,Sa,,
NGC5079,G,1.38,0.89,31,22.15,SBbc,,
NGC5080,G,1.31,1.17,93,23.58,S0,,
NGC5081,G,1.90,0.73,101,23.64,Sb,,
NGC5082,G,1.73,1.04,33,23.67,S0,,
NGC5083,G,1.09,0.83,136,23.68,Sc,,
NGC5084,G,9.93,2.46,80,25.22,S0,,
NGC5085,G,4.06,3.26,42,25.07,Sc,,
NGC5087,G,2.99,2.52,6,23.35,E-S0,,
NGC5088,G,1.86,0.51,180,22.43,SABb,,
NGC5089,G,0.95,0.65,122,22.77,Sb,,
NGC5090,G,3.51,2.76,106,24.15,E,,
NGC5090,G,1.91,0.73,142,24.50,S0,,
NGC5090,G,2.39,0.85,128,23.97,SBb,,
NGC5091,G,2.15,1.33,122,23.82,Sb,,
NGC5092,G,1.01,0.96,50,23.22,E,,
NGC5093,G,1.14,0.53,139,23.13,SBa,,
NGC5094,G,1.52,1.13,99,24.03,E,,
NGC5095,G,1.29,0.41,122,23.62,S0-a,,
NGC5096,GTrpl,0.70,,,,,,
NGC5096,G,0.87,0.71,7,23.64,E-S0,,
NGC5096,G,0.66,0.49,79,24.30,E,,
NGC5096,G,0.65,0.48,60,24.51,E,,
NGC5097,G,0.54,0.39,38,23.14,E,,
NGC5098,GPair,1.60,,,,,,
NGC5098,G,0.79,0.65,61,23.58,E,,
NGC5098,G,1.10,0.98,61,23.78,E,,
NGC5099,G,0.69,0.59,50,23.41,E,,
NGC5100,GPair,1.40,,,,,,
NGC5100,G,0.66,0.42,146,23.97,SBbc,,
NGC5101,G,5.90,5.52,123,24.15,S0-a,,
NGC5102,G,9.71,3.71,49,23.87,E-S0,,
NGC5103,G,1.59,0.98,142,23.16,S0,,
NGC5104,G,1.20,0.46,170,23.11,Sa,,
NGC5105,G,1.93,1.37,140,22.69,Sc,,
NGC5106,G,0.94,0.67,22,23.24,Sb,,
NGC5107,G,1.71,0.51,128,22.75,SBcd,,
NGC5108,G,1.32,0.37,2,23.38,SBbc,,
NGC5109,G,1.60,0.43,155,22.18,Sc,,
NGC5110,G,2.63,2.10,108,24.29,E-S0,,
NGC5112,G,2.99,1.83,127,23.34,SBc,,
NGC5114,G,1.81,1.12,78,23.65,E-S0,,
NGC5115,G,1.14,0.63,97,23.38,Sc,,
NGC5116,G,1.95,0.67,39,22.78,SBc,,
NGC5117,G,1.54,0.76,154,23.50,Sc,,
NGC5118,G,0.95,0.82,91,22.99,SABc,,
NGC5119,G,1.49,0.41,22,23.80,S0,,
NGC5120,OCl,,,,,,,
NGC5121,G,2.16,1.67,30,22.79,Sa,,
NGC5121,G,1.21,0.38,106,23.92,SABd,,
NGC5122,G,1.15,1.00,126,23.30,S0-a,,
NGC5123,G,1.18,1.05,154,22.62,Sc,,
NGC5124,G,2.48,0.80,12,23.83,E,,
NGC5125,G,1.77,1.37,169,23.38,Sb,,
NGC5126,G,1.86,0.64,57,24.03,S0-a,,
NGC5127,G,2.18,1.58,72,24.07,E,,
NGC5128,G,25.88,19.77,33,23.59,S0,,Centaurus A
NGC5129,G,1.65,1.29,7,22.98,E,,
NGC5130,G,1.11,0.82,45,23.28,S0-a,,
NGC5131,G,0.45,0.39,77,21.43,Sa,,
NGC5132,G,1.31,0.88,63,23.51,S0-a,,
NGC5133,G,1.10,0.65,25,23.59,E-S0,,
NGC5134,G,2.70,1.53,159,22.95,SABb,,
NGC5135,G,2.40,2.20,125,23.41,Sab,,
NGC5136,G,1.31,1.17,89,23.91,E,,
NGC5137,G,0.77,0.55,120,23.87,S0-a,,
NGC5138,OCl,4.20,,,,,,
NGC5139,GCl,27.00,,,,,,Omega Centauri
NGC5140,G,2.36,1.98,47,23.46,E-S0,,
NGC5141,G,1.59,1.10,78,23.52,S0,,
NGC5142,G,1.18,1.04,14,23.29,S0,,
NGC5143,G,0.53,0.34,101,23.00,SBd,,
NGC5144,GPair,1.10,,,,,,
NGC5144,G,0.89,0.40,55,,,,
NGC5144,G,1.00,0.81,151,22.05,Sc,,
NGC5145,G,1.97,1.45,84,23.70,S0-a,,
NGC5146,G,2.16,1.39,33,24.35,E-S0,,
NGC5147,G,1.47,1.36,160,21.78,Sd,,
NGC5148,G,0.66,0.60,0,23.26,SBcd,,
NGC5149,G,1.62,0.95,153,23.15,SBbc,,
NGC5150,G,1.40,1.03,117,22.66,SBbc,,
NGC5151,G,0.91,0.82,175,23.29,E,,
NGC5152,G,2.03,1.04,110,23.45,SBb,,
NGC5153,G,2.44,1.89,17,23.71,E,,
NGC5154,G,1.35,1.26,60,23.94,Sc,,
NGC5155,*Ass,6.30,,,,,,
NGC5156,G,2.54,2.08,115,23.12,SBb,,
NGC5157,G,1.32,1.11,116,23.28,Sa,,
NGC5158,G,0.98,0.93,30,22.59,Sab,,
NGC5159,G,1.24,0.35,162,23.41,Sc,,
NGC5161,G,5.36,1.62,77,23.43,Sc,,
NGC5162,G,2.96,1.60,162,24.30,SBc,,
NGC5163,G,1.13,0.72,10,23.81,E,,
NGC5164,G,0.99,0.90,35,23.11,SBb,,
NGC5165,G,1.64,0.91,2,24.33,E-S0,,
NGC5166,G,2.13,0.37,67,23.54,SABb,,
NGC5167,G,1.00,0.96,15,23.40,SBb,,
NGC5168,OCl,4.20,,,,,,
NGC5169,G,1.51,0.60,104,23.64,Sbc,,
NGC5170,G,7.96,1.41,123,23.95,Sc,,
NGC5171,G,1.07,0.78,5,22.61,E-S0,,
NGC5172,G,2.38,1.34,101,22.84,SABc,,
NGC5173,G,1.10,1.04,130,22.47,E,,
NGC5176,G,0.38,0.38,130,22.14,E,,
NGC5177,G,0.86,0.23,134,23.17,Sa,,
NGC5178,G,1.03,0.66,94,23.49,S0-a,,
NGC5179,G,1.10,0.73,40,23.62,E-S0,,
NGC5180,G,1.25,0.89,34,23.19,S0,,
NGC5181,G,1.04,0.90,30,23.42,E,,
NGC5182,G,2.06,1.60,12,23.45,Sbc,,
NGC5183,G,1.72,0.60,118,23.03,Sb,,
NGC5184,G,1.57,0.94,128,22.92,SABb,,
NGC5185,G,2.00,0.74,58,24.02,SBb,,
NGC5186,G,0.73,0.49,160,23.60,Sb,,
NGC5187,G,0.81,0.54,45,22.71,Sb,,
NGC5188,G,3.41,2.41,98,24.07,Sb,,
NGC5189,PN,2.33,,,,,,
NGC5190,G,0.97,0.76,155,22.59,Sb,,
NGC5191,G,1.03,0.67,89,23.49,S0,,
NGC5192,G,0.61,0.30,12,22.74,Sa,,
NGC5193,G,2.07,1.89,65,23.03,E,,
NGC5193,G,1.49,0.53,48,23.68,S0,,
NGC5194,G,13.71,11.67,163,22.90,SABb,051,Whirlpool Galaxy
NGC5195,G,5.50,4.36,79,22.84,SBa,,
NGC5196,G,0.87,0.80,165,23.57,E-S0,,
NGC5197,G,0.86,0.19,148,24.15,S0-a,,
NGC5198,G,2.03,1.68,15,23.10,E,,
NGC5199,G,1.27,0.91,130,23.96,S0,,
NGC5201,G,1.58,0.99,127,23.61,Sb,,
NGC5202,G,0.67,0.29,178,23.00,Sb,,
NGC5203,G,1.66,1.05,90,23.97,E-S0,,
NGC5204,G,4.50,2.82,5,23.32,Sm,,
NGC5205,G,1.58,0.94,168,22.89,SBbc,,
NGC5206,G,4.26,2.81,28,23.77,E-S0,,
NGC5207,G,1.75,0.88,142,23.76,Sb,,
NGC5208,G,1.69,0.60,161,24.01,S0,,
NGC5209,G,1.25,0.88,111,23.83,E,,
NGC5210,G,1.51,1.25,12,23.55,Sa,,
NGC5211,G,2.00,1.55,30,23.77,Sab,,
NGC5212,G,0.51,0.47,90,23.21,Sc,,
NGC5213,GPair,0.93,0.71,133,23.18,Sb,,
NGC5214,G,1.04,0.83,131,22.99,Sc,,
NGC5215,GPair,2.20,,,,,,
NGC5215,G,1.57,0.35,135,21.94,S0,,
NGC5215,G,1.24,0.88,85,23.15,S0,,
NGC5216,G,1.69,1.10,54,23.70,E,,
NGC5217,G,1.56,0.53,16,23.76,E,,
NGC5218,G,1.84,1.21,93,22.86,SBb,,
NGC5220,G,2.62,1.21,95,24.09,Sa,,
NGC5221,G,1.56,0.77,109,23.60,SABb,,
NGC5222,GPair,1.20,,,,,,
NGC5222,G,1.51,1.00,12,23.75,E,,
NGC5222,G,0.93,0.59,33,23.87,Sab,,
NGC5223,G,2.14,1.42,170,24.58,E,,
NGC5224,G,0.87,0.76,139,23.50,E,,
NGC5225,G,0.73,0.73,60,22.56,E,,
NGC5226,G,0.50,0.26,17,23.82,E,,
NGC5227,G,1.51,1.29,161,23.38,Sb,,
NGC5228,G,1.15,0.98,20,23.31,E-S0,,
NGC5229,G,2.28,0.63,169,23.91,SBcd,,
NGC5230,G,1.55,1.48,0,22.84,SABc,,
NGC5231,G,1.15,0.76,133,23.14,SBa,,
NGC5232,G,1.72,1.34,65,23.27,S0-a,,
NGC5233,G,1.46,0.76,80,23.61,Sab,,
NGC5234,G,1.51,0.87,46,23.57,S0-a,,
NGC5235,G,1.31,0.57,115,23.78,SBb,,
NGC5236,G,13.61,13.21,45,22.20,Sc,083,Southern Pinwheel Galaxy
NGC5237,G,2.34,1.57,111,23.80,E-S0,,
NGC5238,G,1.75,1.44,162,23.68,SABd,,
NGC5239,G,1.80,1.75,150,24.39,Sbc,,
NGC5240,G,1.83,1.26,57,23.57,SBc,,
NGC5241,G,1.05,0.46,50,22.16,SBab,,
NGC5243,G,1.01,0.45,126,22.50,Sbc,,
NGC5244,G,2.22,1.49,18,23.52,Sbc,,
NGC5245,G,0.56,0.21,90,23.05,S0-a,,
NGC5246,G,0.85,0.65,85,22.93,SBb,,
NGC5247,G,5.32,4.26,170,22.95,SABb,,
NGC5248,G,4.07,2.38,120,22.25,SABb,,
NGC5249,G,1.49,0.93,176,23.83,S0,,
NGC5250,G,0.93,0.85,110,22.42,S0,,
NGC5251,G,0.90,0.76,54,23.14,S0-a,,
NGC5252,G,1.29,0.75,11,23.56,S0,,
NGC5253,G,5.01,2.12,43,22.28,SBm,,
NGC5254,G,3.35,1.44,127,23.34,Sc,,
NGC5255,G,1.41,0.40,26,24.14,Sa,,
NGC5256,GPair,0.95,0.83,,,,,
NGC5256,G,0.22,0.19,117,21.59,Sbc,,
NGC5256,G,1.48,1.29,9,23.52,Sab,,
NGC5257,G,1.48,0.77,85,22.78,SABb,,
NGC5258,G,1.48,1.24,178,23.32,SBb,,
NGC5259,GPair,1.00,,,,,,
NGC5259,G,0.83,0.55,101,24.86,E,,
NGC5259,G,0.87,0.69,132,23.73,E,,
NGC5260,G,1.64,1.60,160,23.37,Sc,,
NGC5261,G,0.86,0.45,131,23.27,Sa,,
NGC5262,G,1.22,0.69,177,24.19,E-S0,,
NGC5263,G,1.14,0.39,26,22.51,Sc,,
NGC5264,G,2.97,2.20,64,23.42,IB,,
NGC5265,G,0.95,0.85,140,23.14,SBc,,
NGC5266,G,2.92,2.09,98,23.11,S0,,
NGC5266,G,1.91,1.69,30,23.00,SBc,,
NGC5267,G,1.53,0.55,53,23.06,SBb,,
NGC5269,OCl,4.80,,,,,,
NGC5270,G,1.00,0.76,20,23.43,SBb,,
NGC5271,G,0.84,0.67,80,23.42,SBa,,
NGC5272,GCl,16.20,,,,,003,
NGC5273,G,2.31,1.52,6,23.07,S0,,
NGC5274,G,0.60,0.54,111,23.16,E,,
NGC5275,G,0.88,0.67,79,23.68,S0-a,,
NGC5276,G,0.86,0.60,156,22.89,Sb,,
NGC5277,G,0.58,0.45,119,22.91,Sbc,,
NGC5278,G,0.76,0.60,73,21.72,Sb,,
NGC5279,G,0.61,0.35,24,21.98,SBa,,
NGC5280,G,0.84,0.81,100,23.17,E,,
NGC5281,OCl,6.90,,,,,,
NGC5282,G,0.66,0.62,80,22.93,E,,
NGC5283,G,1.19,1.03,132,23.41,S0,,
NGC5284,*Ass,8.40,,,,,,
NGC5285,G,0.77,0.64,61,23.75,E,,
NGC5286,GCl,6.60,,,,,,
NGC5287,G,0.68,0.45,116,23.56,E,,
NGC5288,OCl,3.60,,,,,,
NGC5289,G,2.33,0.70,100,23.83,SABa,,
NGC5290,G,3.24,0.90,95,23.63,Sbc,,
NGC5291,G,1.77,1.24,173,23.83,E-S0,,
NGC5292,G,2.29,1.33,51,22.98,Sab,,
NGC5293,G,1.58,1.07,122,23.16,Sc,,
NGC5294,G,1.26,0.65,125,23.81,I,,
NGC5295,G,0.63,0.62,70,22.54,E-S0,,
NGC5296,G,0.95,0.55,11,23.06,S0-a,,
NGC5297,G,3.72,0.91,147,22.87,Sc,,
NGC5298,G,1.86,0.87,69,23.54,SBb,,
NGC5299,OCl,4.20,,,,,,
NGC5300,G,2.83,1.84,147,23.77,SABc,,
NGC5301,G,3.96,0.84,150,23.85,SBc,,
NGC5302,G,1.05,0.59,162,22.21,S0-a,,
NGC5303,G,0.86,0.44,90,20.77,Sb,,
NGC5304,G,1.91,1.39,140,23.75,E-S0,,
NGC5305,G,1.46,1.02,26,23.69,Sb,,
NGC5306,G,1.94,1.24,33,23.25,S0,,
NGC5307,PN,0.21,,,,,,
NGC5308,G,4.33,0.57,60,24.00,S0,,
NGC5309,G,0.63,0.56,125,23.34,,,
NGC5311,G,2.01,1.66,102,23.60,S0-a,,
NGC5312,G,1.09,0.57,39,23.52,S0-a,,
NGC5313,G,1.81,1.05,42,22.38,SABb,,
NGC5314,G,0.95,0.49,86,23.01,Sa,,
NGC5315,PN,0.10,,,,,,
NGC5316,OCl,9.90,,,,,,
NGC5318,G,1.51,1.12,165,23.21,S0,,
NGC5319,G,0.65,0.27,68,23.70,Sbc,,
NGC5320,G,1.82,0.92,17,22.83,SABc,,
